year,state,production_oz
1847,Tennessee,86
1847,Texas,NA
1847,Utah,NA
1847,Vermont,NA
1847,Virginia,NA
1847,Washington,3277
1847,Wyoming,NA
1848,Alabama,700
1848,Alaska,NA
1848,Arizona,NA
1848,California,11866
1848,Colorado,NA
1848,Georgia,12436
1848,Idaho,NA
1848,Maryland,NA
1848,Michigan,NA
1848,Montana,NA
1848,Nevada,NA
1848,New Mexico,3455
1848,North Carolina,22910
1848,Oregon,NA
1848,Pennsylvania,NA
1848,South Carolina,1963
1848,South Dakota,NA
1848,Tennessee,346
1848,Texas,NA
1848,Utah,NA
1848,Vermont,NA
1848,Virginia,NA
1848,Washington,2800
1848,Wyoming,NA
1849,Alabama,518
1849,Alaska,NA
1849,Arizona,NA
1849,California,491072
1849,Colorado,NA
1849,Georgia,11434
1849,Idaho,NA
1849,Maryland,NA
1849,Michigan,NA
1849,Montana,NA
1849,Nevada,NA
1849,New Mexico,3455
1849,North Carolina,23502
1849,Oregon,NA
1849,Pennsylvania,NA
1849,South Carolina,1188
1849,South Dakota,NA
1849,Tennessee,251
1849,Texas,NA
1849,Utah,NA
1849,Vermont,NA
1849,Virginia,NA
1849,Washington,6259
1849,Wyoming,NA
1850,Alabama,316
1850,Alaska,NA
1850,Arizona,NA
1850,California,1996586
1850,Colorado,NA
1850,Georgia,10140
1850,Idaho,NA
1850,Maryland,NA
1850,Michigan,NA
1850,Montana,NA
1850,Nevada,NA
1850,New Mexico,3455
1850,North Carolina,17200
1850,Oregon,NA
1850,Pennsylvania,NA
1850,South Carolina,941
1850,South Dakota,NA
1850,Tennessee,73
1850,Texas,NA
1850,Utah,NA
1850,Vermont,NA
1850,Virginia,NA
1850,Washington,3193
1850,Wyoming,NA
1851,Alabama,192
1851,Alaska,NA
1851,Arizona,NA
1851,California,3673512
1851,Colorado,NA
1851,Georgia,7606
1851,Idaho,NA
1851,Maryland,NA
1851,Michigan,NA
1851,Montana,NA
1851,Nevada,NA
1851,New Mexico,3455
1851,North Carolina,15814
1851,Oregon,NA
1851,Pennsylvania,NA
1851,South Carolina,1986
1851,South Dakota,NA
1851,Tennessee,115
1851,Texas,NA
1851,Utah,NA
1851,Vermont,NA
1851,Virginia,NA
1851,Washington,3341
1851,Wyoming,NA
1852,Alabama,12
1852,Alaska,NA
1852,Arizona,NA
1852,California,3932631
1852,Colorado,NA
1852,Georgia,4671
1852,Idaho,NA
1852,Maryland,NA
1852,Michigan,NA
1852,Montana,NA
1852,Nevada,NA
1852,New Mexico,3455
1852,North Carolina,19512
1852,Oregon,78775
1852,Pennsylvania,NA
1852,South Carolina,6142
1852,South Dakota,NA
1852,Tennessee,36
1852,Texas,NA
1852,Utah,NA
1852,Vermont,NA
1852,Virginia,NA
1852,Washington,4046
1852,Wyoming,NA
1853,Alabama,0
1853,Alaska,NA
1853,Arizona,NA
1853,California,3270803
1853,Colorado,NA
1853,Georgia,2849
1853,Idaho,NA
1853,Maryland,NA
1853,Michigan,NA
1853,Montana,NA
1853,Nevada,NA
1853,New Mexico,3455
1853,North Carolina,13334
1853,Oregon,78775
1853,Pennsylvania,NA
1853,South Carolina,4805
1853,South Dakota,NA
1853,Tennessee,7
1853,Texas,NA
1853,Utah,NA
1853,Vermont,NA
1853,Virginia,2525
1853,Washington,33493
1853,Wyoming,NA
1854,Alabama,12
1854,Alaska,NA
1854,Arizona,NA
1854,California,3358867
1854,Colorado,NA
1854,Georgia,2701
1854,Idaho,NA
1854,Maryland,NA
1854,Michigan,NA
1854,Montana,NA
1854,Nevada,NA
1854,New Mexico,3455
1854,North Carolina,10018
1854,Oregon,78775
1854,Pennsylvania,NA
1854,South Carolina,1771
1854,South Dakota,NA
1854,Tennessee,11
1854,Texas,NA
1854,Utah,NA
1854,Vermont,NA
1854,Virginia,1138
1854,Washington,33493
1854,Wyoming,NA
1855,Alabama,45
1855,Alaska,NA
1855,Arizona,NA
1855,California,2684106
1855,Colorado,NA
1855,Georgia,3460
1855,Idaho,NA
1855,Maryland,NA
1855,Michigan,NA
1855,Montana,NA
1855,Nevada,NA
1855,New Mexico,3455
1855,North Carolina,10954
1855,Oregon,78775
1855,Pennsylvania,NA
1855,South Carolina,1558
1855,South Dakota,NA
1855,Tennessee,NA
1855,Texas,NA
1855,Utah,NA
1855,Vermont,97
1855,Virginia,1513
1855,Washington,33493
1855,Wyoming,NA
1856,Alabama,11
1856,Alaska,NA
1856,Arizona,NA
1856,California,2782018
1856,Colorado,NA
1856,Georgia,4360
1856,Idaho,NA
1856,Maryland,NA
1856,Michigan,NA
1856,Montana,NA
1856,Nevada,NA
1856,New Mexico,3455
1856,North Carolina,8276
1856,Oregon,78775
1856,Pennsylvania,NA
1856,South Carolina,1730
1856,South Dakota,NA
1856,Tennessee,8
1856,Texas,NA
1856,Utah,NA
1856,Vermont,NA
1856,Virginia,1380
1856,Washington,33493
1856,Wyoming,NA
1857,Alabama,75
1857,Alaska,NA
1857,Arizona,NA
1857,California,2110513
1857,Colorado,NA
1857,Georgia,1891
1857,Idaho,NA
1857,Maryland,NA
1857,Michigan,NA
1857,Montana,NA
1857,Nevada,NA
1857,New Mexico,3455
1857,North Carolina,4058
1857,Oregon,78775
1857,Pennsylvania,NA
1857,South Carolina,644
1857,South Dakota,NA
1857,Tennessee,NA
1857,Texas,NA
1857,Utah,NA
1857,Vermont,NA
1857,Virginia,195
1857,Washington,33493
1857,Wyoming,NA
1858,Alabama,106
1858,Alaska,NA
1858,Arizona,23464
1858,California,2253846
1858,Colorado,121054
1858,Georgia,4391
1858,Idaho,NA
1858,Maryland,NA
1858,Michigan,NA
1858,Montana,NA
1858,Nevada,NA
1858,New Mexico,3455
1858,North Carolina,9325
1858,Oregon,78775
1858,Pennsylvania,NA
1858,South Carolina,2152
1858,South Dakota,NA
1858,Tennessee,13
1858,Texas,NA
1858,Utah,NA
1858,Vermont,2167
1858,Virginia,913
1858,Washington,33493
1858,Wyoming,NA
1859,Alabama,29
1859,Alaska,NA
1859,Arizona,23464
1859,California,2217829
1859,Colorado,121054
1859,Georgia,4449
1859,Idaho,NA
1859,Maryland,NA
1859,Michigan,NA
1859,Montana,NA
1859,Nevada,1451
1859,New Mexico,3455
1859,North Carolina,10381
1859,Oregon,78775
1859,Pennsylvania,NA
1859,South Carolina,1584
1859,South Dakota,NA
1859,Tennessee,12
1859,Texas,NA
1859,Utah,NA
1859,Vermont,NA
1859,Virginia,782
1859,Washington,33493
1859,Wyoming,NA
1860,Alabama,32
1860,Alaska,NA
1860,Arizona,23464
1860,California,2133104
1860,Colorado,121054
1860,Georgia,3024
1860,Idaho,NA
1860,Maryland,NA
1860,Michigan,NA
1860,Montana,NA
1860,Nevada,26600
1860,New Mexico,3455
1860,North Carolina,7556
1860,Oregon,78775
1860,Pennsylvania,NA
1860,South Carolina,97
1860,South Dakota,NA
1860,Tennessee,29
1860,Texas,NA
1860,Utah,NA
1860,Vermont,339
1860,Virginia,1045
1860,Washington,33493
1860,Wyoming,NA
1861,Alabama,44
1861,Alaska,NA
1861,Arizona,23464
1861,California,2026187
1861,Colorado,121054
1861,Georgia,2135
1861,Idaho,NA
1861,Maryland,NA
1861,Michigan,NA
1861,Montana,NA
1861,Nevada,121000
1861,New Mexico,3455
1861,North Carolina,536
1861,Oregon,78775
1861,Pennsylvania,NA
1861,South Carolina,3304
1861,South Dakota,NA
1861,Tennessee,NA
1861,Texas,NA
1861,Utah,NA
1861,Vermont,NA
1861,Virginia,536
1861,Washington,33493
1861,Wyoming,NA
1862,Alabama,0
1862,Alaska,NA
1862,Arizona,23464
1862,California,1879595
1862,Colorado,121054
1862,Georgia,78
1862,Idaho,NA
1862,Maryland,NA
1862,Michigan,NA
1862,Montana,25000
1862,Nevada,225000
1862,New Mexico,3455
1862,North Carolina,112
1862,Oregon,78775
1862,Pennsylvania,NA
1862,South Carolina,100
1862,South Dakota,NA
1862,Tennessee,NA
1862,Texas,NA
1862,Utah,NA
1862,Vermont,NA
1862,Virginia,15
1862,Washington,33493
1862,Wyoming,NA
1863,Alabama,0
1863,Alaska,NA
1863,Arizona,23464
1863,California,1136897
1863,Colorado,121054
1863,Georgia,12
1863,Idaho,350000
1863,Maryland,NA
1863,Michigan,NA
1863,Montana,400000
1863,Nevada,239000
1863,New Mexico,3455
1863,North Carolina,63
1863,Oregon,78775
1863,Pennsylvania,NA
1863,South Carolina,0
1863,South Dakota,NA
1863,Tennessee,NA
1863,Texas,NA
1863,Utah,NA
1863,Vermont,NA
1863,Virginia,3
1863,Washington,33493
1863,Wyoming,NA
1864,Alabama,0
1864,Alaska,NA
1864,Arizona,23464
1864,California,1164455
1864,Colorado,121054
1864,Georgia,0
1864,Idaho,323000
1864,Maryland,NA
1864,Michigan,NA
1864,Montana,650000
1864,Nevada,309600
1864,New Mexico,3455
1864,North Carolina,295
1864,Oregon,149976
1864,Pennsylvania,NA
1864,South Carolina,0
1864,South Dakota,NA
1864,Tennessee,NA
1864,Texas,NA
1864,Utah,NA
1864,Vermont,NA
1864,Virginia,0
1864,Washington,33493
1864,Wyoming,NA
1865,Alabama,110
1865,Alaska,NA
1865,Arizona,23464
1865,California,867405
1865,Colorado,121054
1865,Georgia,671
1865,Idaho,329100
1865,Maryland,NA
1865,Michigan,NA
1865,Montana,725000
1865,Nevada,296676
1865,New Mexico,3455
1865,North Carolina,614
1865,Oregon,140300
1865,Pennsylvania,NA
1865,South Carolina,0
1865,South Dakota,NA
1865,Tennessee,NA
1865,Texas,NA
1865,Utah,2700
1865,Vermont,NA
1865,Virginia,44
1865,Washington,33493
1865,Wyoming,NA
1866,Alabama,55
1866,Alaska,NA
1866,Arizona,23464
1866,California,828367
1866,Colorado,121054
1866,Georgia,2343
1866,Idaho,401200
1866,Maryland,NA
1866,Michigan,NA
1866,Montana,900000
1866,Nevada,288437
1866,New Mexico,3455
1866,North Carolina,6818
1866,Oregon,193517
1866,Pennsylvania,NA
1866,South Carolina,34
1866,South Dakota,NA
1866,Tennessee,NA
1866,Texas,NA
1866,Utah,4100
1866,Vermont,NA
1866,Virginia,503
1866,Washington,48379
1866,Wyoming,NA
1867,Alabama,21
1867,Alaska,NA
1867,Arizona,23464
1867,California,883591
1867,Colorado,121054
1867,Georgia,1391
1867,Idaho,325000
1867,Maryland,NA
1867,Michigan,NA
1867,Montana,600000
1867,Nevada,265814
1867,New Mexico,3455
1867,North Carolina,3208
1867,Oregon,72569
1867,Pennsylvania,NA
1867,South Carolina,58
1867,South Dakota,NA
1867,Tennessee,NA
1867,Texas,NA
1867,Utah,4670
1867,Vermont,NA
1867,Virginia,494
1867,Washington,19352
1867,Wyoming,416
1868,Alabama,7
1868,Alaska,NA
1868,Arizona,19352
1868,California,849265
1868,Colorado,97300
1868,Georgia,2543
1868,Idaho,350000
1868,Maryland,7
1868,Michigan,NA
1868,Montana,750000
1868,Nevada,164066
1868,New Mexico,3455
1868,North Carolina,4350
1868,Oregon,96759
1868,Pennsylvania,NA
1868,South Carolina,78
1868,South Dakota,NA
1868,Tennessee,NA
1868,Texas,NA
1868,Utah,8000
1868,Vermont,NA
1868,Virginia,542
1868,Washington,19352
1868,Wyoming,3750
1869,Alabama,61
1869,Alaska,NA
1869,Arizona,29028
1869,California,881830
1869,Colorado,153800
1869,Georgia,2651
1869,Idaho,350000
1869,Maryland,4
1869,Michigan,NA
1869,Montana,450000
1869,Nevada,143283
1869,New Mexico,23080
1869,North Carolina,5645
1869,Oregon,72569
1869,Pennsylvania,NA
1869,South Carolina,308
1869,South Dakota,NA
1869,Tennessee,6
1869,Texas,NA
1869,Utah,9068
1869,Vermont,NA
1869,Virginia,601
1869,Washington,14514
1869,Wyoming,7500
1870,Alabama,119
1870,Alaska,NA
1870,Arizona,24190
1870,California,844537
1870,Colorado,145800
1870,Georgia,2101
1870,Idaho,300000
1870,Maryland,NA
1870,Michigan,NA
1870,Montana,455000
1870,Nevada,168411
1870,New Mexico,24594
1870,North Carolina,4892
1870,Oregon,72569
1870,Pennsylvania,NA
1870,South Carolina,414
1870,South Dakota,NA
1870,Tennessee,NA
1870,Texas,NA
1870,Utah,14512
1870,Vermont,NA
1870,Virginia,67
1870,Washington,14514
1870,Wyoming,7500
1871,Alabama,277
1871,Alaska,NA
1871,Arizona,24190
1871,California,845493
1871,Colorado,175700
1871,Georgia,2109
1871,Idaho,250000
1871,Maryland,4
1871,Michigan,NA
1871,Montana,402500
1871,Nevada,198307
1871,New Mexico,19350
1871,North Carolina,4633
1871,Oregon,60474
1871,Pennsylvania,NA
1871,South Carolina,225
1871,South Dakota,NA
1871,Tennessee,NA
1871,Texas,NA
1871,Utah,11063
1871,Vermont,NA
1871,Virginia,333
1871,Washington,15487
1871,Wyoming,7500
1872,Alabama,96
1872,Alaska,NA
1872,Arizona,21771
1872,California,748951
1872,Colorado,128000
1872,Georgia,1815
1872,Idaho,134800
1872,Maryland,NA
1872,Michigan,NA
1872,Montana,303700
1872,Nevada,236749
1872,New Mexico,24187
1872,North Carolina,5557
1872,Oregon,48379
1872,Pennsylvania,NA
1872,South Carolina,149
1872,South Dakota,NA
1872,Tennessee,NA
1872,Texas,NA
1872,Utah,8500
1872,Vermont,NA
1872,Virginia,318
1872,Washington,12579
1872,Wyoming,4840
1873,Alabama,29
1873,Alaska,NA
1873,Arizona,14514
1873,California,726554
1873,Colorado,97500
1873,Georgia,1714
1873,Idaho,125000
1873,Maryland,NA
1873,Michigan,NA
1873,Montana,258900
1873,Nevada,419309
1873,New Mexico,24187
1873,North Carolina,5822
1873,Oregon,33295
1873,Pennsylvania,NA
1873,South Carolina,8
1873,South Dakota,NA
1873,Tennessee,NA
1873,Texas,NA
1873,Utah,2536
1873,Vermont,NA
1873,Virginia,117
1873,Washington,9983
1873,Wyoming,2420
1874,Alabama,13
1874,Alaska,NA
1874,Arizona,14514
1874,California,835186
1874,Colorado,104200
1874,Georgia,1498
1874,Idaho,100000
1874,Maryland,10
1874,Michigan,NA
1874,Montana,200000
1874,Nevada,434880
1874,New Mexico,24187
1874,North Carolina,5180
1874,Oregon,14733
1874,Pennsylvania,NA
1874,South Carolina,43
1874,South Dakota,NA
1874,Tennessee,NA
1874,Texas,NA
1874,Utah,13608
1874,Vermont,NA
1874,Virginia,105
1874,Washington,7476
1874,Wyoming,1210
1875,Alabama,18
1875,Alaska,NA
1875,Arizona,21771
1875,California,816377
1875,Colorado,107700
1875,Georgia,1871
1875,Idaho,64000
1875,Maryland,NA
1875,Michigan,NA
1875,Montana,132346
1875,Nevada,499672
1875,New Mexico,4837
1875,North Carolina,5255
1875,Oregon,30164
1875,Pennsylvania,NA
1875,South Carolina,64
1875,South Dakota,70
1875,Tennessee,15
1875,Texas,NA
1875,Utah,8793
1875,Vermont,NA
1875,Virginia,72
1875,Washington,3964
1875,Wyoming,485
1876,Alabama,26
1876,Alaska,NA
1876,Arizona,24190
1876,California,755169
1876,Colorado,132000
1876,Georgia,2016
1876,Idaho,41000
1876,Maryland,NA
1876,Michigan,NA
1876,Montana,217223
1876,Nevada,611757
1876,New Mexico,3721
1876,North Carolina,4411
1876,Oregon,40000
1876,Pennsylvania,NA
1876,South Carolina,54
1876,South Dakota,60000
1876,Tennessee,21
1876,Texas,NA
1876,Utah,8820
1876,Vermont,NA
1876,Virginia,161
1876,Washington,1306
1876,Wyoming,485
1877,Alabama,120
1877,Alaska,NA
1877,Arizona,26609
1877,California,798249
1877,Colorado,152300
1877,Georgia,3507
1877,Idaho,82500
1877,Maryland,NA
1877,Michigan,NA
1877,Montana,149976
1877,Nevada,905453
1877,New Mexico,8466
1877,North Carolina,3872
1877,Oregon,48379
1877,Pennsylvania,NA
1877,South Carolina,45
1877,South Dakota,100606
1877,Tennessee,16
1877,Texas,NA
1877,Utah,17323
1877,Vermont,NA
1877,Virginia,133
1877,Washington,14514
1877,Wyoming,485
1878,Alabama,85
1878,Alaska,NA
1878,Arizona,31447
1878,California,911343
1878,Colorado,157000
1878,Georgia,3689
1878,Idaho,63300
1878,Maryland,NA
1878,Michigan,NA
1878,Montana,109362
1878,Nevada,1025256
1878,New Mexico,8455
1878,North Carolina,3634
1878,Oregon,48379
1878,Pennsylvania,NA
1878,South Carolina,101
1878,South Dakota,157356
1878,Tennessee,15
1878,Texas,NA
1878,Utah,13394
1878,Vermont,NA
1878,Virginia,357
1878,Washington,14514
1878,Wyoming,485
1879,Alabama,91
1879,Alaska,NA
1879,Arizona,29028
1879,California,949439
1879,Colorado,154700
1879,Georgia,4354
1879,Idaho,81400
1879,Maryland,NA
1879,Michigan,NA
1879,Montana,115627
1879,Nevada,435375
1879,New Mexico,6047
1879,North Carolina,3971
1879,Oregon,55636
1879,Pennsylvania,NA
1879,South Carolina,263
1879,South Dakota,117067
1879,Tennessee,82
1879,Texas,NA
1879,Utah,15730
1879,Vermont,968
1879,Virginia,708
1879,Washington,3628
1879,Wyoming,485
1880,Alabama,48
1880,Alaska,967
1880,Arizona,33865
1880,California,968986
1880,Colorado,157500
1880,Georgia,5806
1880,Idaho,99435
1880,Maryland,12
1880,Michigan,NA
1880,Montana,87361
1880,Nevada,232200
1880,New Mexico,6047
1880,North Carolina,4596
1880,Oregon,52734
1880,Pennsylvania,NA
1880,South Carolina,726
1880,South Dakota,174150
1880,Tennessee,73
1880,Texas,NA
1880,Utah,8020
1880,Vermont,NA
1880,Virginia,556
1880,Washington,6570
1880,Wyoming,970
1881,Alabama,48
1881,Alaska,1935
1881,Arizona,51282
1881,California,929920
1881,Colorado,159800
1881,Georgia,6047
1881,Idaho,85000
1881,Maryland,24
1881,Michigan,NA
1881,Montana,115626
1881,Nevada,108882
1881,New Mexico,8949
1881,North Carolina,5564
1881,Oregon,53217
1881,Pennsylvania,NA
1881,South Carolina,1693
1881,South Dakota,193500
1881,Tennessee,85
1881,Texas,NA
1881,Utah,6982
1881,Vermont,NA
1881,Virginia,484
1881,Washington,5806
1881,Wyoming,242
1882,Alabama,169
1882,Alaska,6975
1882,Arizona,51524
1882,California,829458
1882,Colorado,162600
1882,Georgia,12095
1882,Idaho,75000
1882,Maryland,48
1882,Michigan,NA
1882,Montana,123367
1882,Nevada,96759
1882,New Mexico,7256
1882,North Carolina,9192
1882,Oregon,40155
1882,Pennsylvania,NA
1882,South Carolina,1209
1882,South Dakota,159637
1882,Tennessee,12
1882,Texas,NA
1882,Utah,9039
1882,Vermont,NA
1882,Virginia,726
1882,Washington,5806
1882,Wyoming,242
1883,Alabama,290
1883,Alaska,14561
1883,Arizona,45960
1883,California,1176329
1883,Colorado,204000
1883,Georgia,9627
1883,Idaho,70000
1883,Maryland,24
1883,Michigan,40
1883,Montana,87082
1883,Nevada,121916
1883,New Mexico,13545
1883,North Carolina,8079
1883,Oregon,31930
1883,Pennsylvania,NA
1883,South Carolina,2733
1883,South Dakota,154800
1883,Tennessee,36
1883,Texas,NA
1883,Utah,6772
1883,Vermont,243
1883,Virginia,339
1883,Washington,3870
1883,Wyoming,194
1884,Alabama,242
1884,Alaska,9724
1884,Arizona,44988
1884,California,657900
1884,Colorado,203600
1884,Georgia,6628
1884,Idaho,62500
1884,Maryland,24
1884,Michigan,34
1884,Montana,104983
1884,Nevada,169328
1884,New Mexico,14513
1884,North Carolina,7596
1884,Oregon,31930
1884,Pennsylvania,NA
1884,South Carolina,2758
1884,South Dakota,159638
1884,Tennessee,15
1884,Texas,NA
1884,Utah,5805
1884,Vermont,3023
1884,Virginia,121
1884,Washington,3578
1884,Wyoming,290
1885,Alabama,290
1885,Alaska,13651
1885,Arizona,42570
1885,California,612478
1885,Colorado,203600
1885,Georgia,6580
1885,Idaho,93742
1885,Maryland,97
1885,Michigan,1422
1885,Montana,159651
1885,Nevada,149976
1885,New Mexico,38700
1885,North Carolina,7354
1885,Oregon,38704
1885,Pennsylvania,NA
1885,South Carolina,2080
1885,South Dakota,154800
1885,Tennessee,15
1885,Texas,NA
1885,Utah,8707
1885,Vermont,2903
1885,Virginia,169
1885,Washington,6104
1885,Wyoming,485
1886,Alabama,194
1886,Alaska,21575
1886,Arizona,53696
1886,California,711911
1886,Colorado,215200
1886,Georgia,7402
1886,Idaho,86980
1886,Maryland,48
1886,Michigan,1859
1886,Montana,214078
1886,Nevada,149492
1886,New Mexico,19350
1886,North Carolina,8466
1886,Oregon,47896
1886,Pennsylvania,NA
1886,South Carolina,1814
1886,South Dakota,130612
1886,Tennessee,24
1886,Texas,NA
1886,Utah,10449
1886,Vermont,NA
1886,Virginia,194
1886,Washington,7138
1886,Wyoming,360
1887,Alabama,121
1887,Alaska,32653
1887,Arizona,40155
1887,California,657349
1887,Colorado,193600
1887,Georgia,5346
1887,Idaho,104669
1887,Maryland,24
1887,Michigan,1560
1887,Montana,253029
1887,Nevada,120948
1887,New Mexico,24187
1887,North Carolina,10885
1887,Oregon,43541
1887,Pennsylvania,NA
1887,South Carolina,2419
1887,South Dakota,116110
1887,Tennessee,24
1887,Texas,NA
1887,Utah,10643
1887,Vermont,NA
1887,Virginia,706
1887,Washington,7765
1887,Wyoming,360
1888,Alabama,271
1888,Alaska,38596
1888,Arizona,42159
1888,California,616000
1888,Colorado,181700
1888,Georgia,5056
1888,Idaho,98003
1888,Maryland,169
1888,Michigan,2528
1888,Montana,203193
1888,Nevada,150537
1888,New Mexico,31540
1888,North Carolina,6580
1888,Oregon,39913
1888,Pennsylvania,NA
1888,South Carolina,1887
1888,South Dakota,125775
1888,Tennessee,53
1888,Texas,NA
1888,Utah,14029
1888,Vermont,NA
1888,Virginia,363
1888,Washington,7015
1888,Wyoming,360
1889,Alabama,128
1889,Alaska,43538
1889,Arizona,43537
1889,California,542425
1889,Colorado,187900
1889,Georgia,5228
1889,Idaho,99445
1889,Maryland,169
1889,Michigan,4349
1889,Montana,169327
1889,Nevada,119328
1889,New Mexico,39457
1889,North Carolina,7102
1889,Oregon,58055
1889,Pennsylvania,NA
1889,South Carolina,2267
1889,South Dakota,140287
1889,Tennessee,36
1889,Texas,NA
1889,Utah,24187
1889,Vermont,NA
1889,Virginia,199
1889,Washington,9372
1889,Wyoming,360
1890,Alabama,105
1890,Alaska,34840
1890,Arizona,48375
1890,California,595486
1890,Colorado,200950
1890,Georgia,4902
1890,Idaho,82080
1890,Maryland,821
1890,Michigan,3435
1890,Montana,165302
1890,Nevada,135462
1890,New Mexico,41119
1890,North Carolina,5733
1890,Oregon,52588
1890,Pennsylvania,NA
1890,South Carolina,4838
1890,South Dakota,154800
1890,Tennessee,48
1890,Texas,NA
1890,Utah,32895
1890,Vermont,NA
1890,Virginia,314
1890,Washington,9869
1890,Wyoming,360
1891,Alabama,109
1891,Alaska,42140
1891,Arizona,47166
1891,California,615759
1891,Colorado,222500
1891,Georgia,3900
1891,Idaho,81540
1891,Maryland,545
1891,Michigan,3079
1891,Montana,139816
1891,Nevada,45960
1891,New Mexico,43779
1891,North Carolina,4596
1891,Oregon,96498
1891,Pennsylvania,NA
1891,South Carolina,6047
1891,South Dakota,171131
1891,Tennessee,25
1891,Texas,NA
1891,Utah,31444
1891,Vermont,NA
1891,Virginia,324
1891,Washington,17992
1891,Wyoming,360
1892,Alabama,117
1892,Alaska,49650
1892,Arizona,51761
1892,California,608166
1892,Colorado,256400
1892,Georgia,4608
1892,Idaho,83271
1892,Maryland,48
1892,Michigan,2640
1892,Montana,139817
1892,Nevada,76021
1892,New Mexico,45956
1892,North Carolina,3801
1892,Oregon,72171
1892,Pennsylvania,NA
1892,South Carolina,5968
1892,South Dakota,178987
1892,Tennessee,49
1892,Texas,NA
1892,Utah,31936
1892,Vermont,NA
1892,Virginia,242
1892,Washington,18072
1892,Wyoming,360
1893,Alabama,308
1893,Alaska,47658
1893,Arizona,57286
1893,California,606564
1893,Colorado,364151
1893,Georgia,4856
1893,Idaho,81930
1893,Maryland,6
1893,Michigan,1960
1893,Montana,172989
1893,Nevada,46367
1893,New Mexico,44171
1893,North Carolina,2593
1893,Oregon,81807
1893,Pennsylvania,NA
1893,South Carolina,5999
1893,South Dakota,193809
1893,Tennessee,12
1893,Texas,NA
1893,Utah,41293
1893,Vermont,NA
1893,Virginia,299
1893,Washington,11050
1893,Wyoming,360
1894,Alabama,198
1894,Alaska,55750
1894,Arizona,86324
1894,California,670636
1894,Colorado,454000
1894,Georgia,4794
1894,Idaho,111687
1894,Maryland,47
1894,Michigan,2050
1894,Montana,176652
1894,Nevada,55042
1894,New Mexico,27465
1894,North Carolina,2330
1894,Oregon,102243
1894,Pennsylvania,NA
1894,South Carolina,4759
1894,South Dakota,159594
1894,Tennessee,16
1894,Texas,NA
1894,Utah,41991
1894,Vermont,NA
1894,Virginia,370
1894,Washington,112561
1894,Wyoming,360
1895,Alabama,224
1895,Alaska,110439
1895,Arizona,95072
1895,California,741798
1895,Colorado,644000
1895,Georgia,6190
1895,Idaho,125517
1895,Maryland,24
1895,Michigan,1682
1895,Montana,198422
1895,Nevada,75088
1895,New Mexico,23810
1895,North Carolina,2622
1895,Oregon,88906
1895,Pennsylvania,NA
1895,South Carolina,6212
1895,South Dakota,187187
1895,Tennessee,16
1895,Texas,NA
1895,Utah,66419
1895,Vermont,NA
1895,Virginia,305
1895,Washington,18053
1895,Wyoming,360
1896,Alabama,314
1896,Alaska,134590
1896,Arizona,125978
1896,California,831158
1896,Colorado,721000
1896,Georgia,7222
1896,Idaho,112409
1896,Maryland,50
1896,Michigan,1740
1896,Montana,209226
1896,Nevada,119404
1896,New Mexico,23017
1896,North Carolina,2143
1896,Oregon,62456
1896,Pennsylvania,NA
1896,South Carolina,3062
1896,South Dakota,240414
1896,Tennessee,28
1896,Texas,387
1896,Utah,91906
1896,Vermont,48
1896,Virginia,215
1896,Washington,19134
1896,Wyoming,692
1897,Alabama,409
1897,Alaska,114900
1897,Arizona,140089
1897,California,767779
1897,Colorado,947249
1897,Georgia,7461
1897,Idaho,102813
1897,Maryland,18
1897,Michigan,430
1897,Montana,206744
1897,Nevada,143983
1897,New Mexico,17221
1897,North Carolina,1674
1897,Oregon,65534
1897,Pennsylvania,NA
1897,South Carolina,4098
1897,South Dakota,275491
1897,Tennessee,7
1897,Texas,358
1897,Utah,83500
1897,Vermont,5
1897,Virginia,207
1897,Washington,21754
1897,Wyoming,542
1898,Alabama,318
1898,Alaska,108750
1898,Arizona,119249
1898,California,769476
1898,Colorado,1138584
1898,Georgia,6482
1898,Idaho,91689
1898,Maryland,43
1898,Michigan,5
1898,Montana,248014
1898,Nevada,144859
1898,New Mexico,26075
1898,North Carolina,4064
1898,Oregon,58862
1898,Pennsylvania,NA
1898,South Carolina,5041
1898,South Dakota,275723
1898,Tennessee,7
1898,Texas,14
1898,Utah,110556
1898,Vermont,NA
1898,Virginia,246
1898,Washington,29614
1898,Wyoming,257
1899,Alabama,231
1899,Alaska,270997
1899,Arizona,124135
1899,California,741881
1899,Colorado,1282471
1899,Georgia,5666
1899,Idaho,102106
1899,Maryland,57
1899,Michigan,5
1899,Montana,230270
1899,Nevada,107344
1899,New Mexico,28256
1899,North Carolina,1669
1899,Oregon,70991
1899,Pennsylvania,NA
1899,South Carolina,7746
1899,South Dakota,312962
1899,Tennessee,9
1899,Texas,334
1899,Utah,166933
1899,Vermont,5
1899,Virginia,374
1899,Washington,35287
1899,Wyoming,1413
1900,Alabama,127
1900,Alaska,395030
1900,Arizona,202856
1900,California,767390
1900,Colorado,1391487
1900,Georgia,6024
1900,Idaho,100525
1900,Maryland,19
1900,Michigan,1403
1900,Montana,227286
1900,Nevada,97050
1900,New Mexico,40292
1900,North Carolina,1379
1900,Oregon,83587
1900,Pennsylvania,NA
1900,South Carolina,5854
1900,South Dakota,298842
1900,Tennessee,15
1900,Texas,53
1900,Utah,192155
1900,Vermont,NA
1900,Virginia,172
1900,Washington,35435
1900,Wyoming,1655
1901,Alabama,183
1901,Alaska,335369
1901,Arizona,197515
